filename,artist,subset
Abstract_Expressionism/cy-twombly_quarzeat.jpg,cy twombly,train
Abstract_Expressionism/cy-twombly_solon-i.jpg,cy twombly,train
Abstract_Expressionism/cy-twombly_the-rose-ii.jpg,cy twombly,train
Abstract_Expressionism/cy-twombly_the-rose-iii.jpg,cy twombly,train
Abstract_Expressionism/cy-twombly_the-rose-v.jpg,cy twombly,train
Abstract_Expressionism/cy-twombly_untitled-5.jpg,cy twombly,train
Abstract_Expressionism/cy-twombly_untitled-6.jpg,cy twombly,train
Abstract_Expressionism/cy-twombly_untitled-blooming-a-scattering-of-blossoms-other-things-1.jpg,cy twombly,train
Abstract_Expressionism/cy-twombly_untitled-blooming-a-scattering-of-blossoms-other-things.jpg,cy twombly,train
Abstract_Expressionism/cy-twombly_untitled-rome.jpg,cy twombly,train
Abstract_Expressionism/cy-twombly_untitled.jpg,cy twombly,train
Abstract_Expressionism/dan-christensen_american-archer-2001.jpg,dan christensen,train
Abstract_Expressionism/dan-christensen_blue-baleen-1987.jpg,dan christensen,train
Abstract_Expressionism/dan-christensen_dromos-1986.jpg,dan christensen,train
Abstract_Expressionism/dan-christensen_sabu-1980.jpg,dan christensen,train
Abstract_Expressionism/dan-christensen_shale-1974.jpg,dan christensen,train
Abstract_Expressionism/dan-christensen_swing-low-1988.jpg,dan christensen,train
Abstract_Expressionism/dan-christensen_tbd-1998.jpg,dan christensen,train
Abstract_Expressionism/dan-christensen_torodoro-2004.jpg,dan christensen,train
Abstract_Expressionism/dan-christensen_tour-de-france-1989.jpg,dan christensen,train
Abstract_Expressionism/dan-christensen_untitled-1967.jpg,dan christensen,train
Abstract_Expressionism/david-smith_3-cubis-1964.jpg,david smith,train
Abstract_Expressionism/david-smith_cubi-i-1963.jpg,david smith,train
Abstract_Expressionism/david-smith_sentinel-ii-1957.jpg,david smith,train
Abstract_Expressionism/david-smith_steel-drawing-i-1945.jpg,david smith,train
Abstract_Expressionism/david-smith_untitled-1961.jpg,david smith,train
Abstract_Expressionism/david-smith_untitled-1963.jpg,david smith,train
Abstract_Expressionism/douglas-huebler_untitled-1959.jpg,douglas huebler,train
Abstract_Expressionism/elaine-de-kooning_john-f-kennedy-1963-1.jpg,elaine de kooning,train
Abstract_Expressionism/elaine-de-kooning_portrait-of-jack-greenbaum-1959.jpg,elaine de kooning,train
Abstract_Expressionism/elaine-de-kooning_torchlight-cave-drawing-v-1985.jpg,elaine de kooning,train
Abstract_Expressionism/elaine-de-kooning_untitled-1965.jpg,elaine de kooning,train
Abstract_Expressionism/elaine-de-kooning_untitled-collage-1960.jpg,elaine de kooning,train
Abstract_Expressionism/endre-balint_smoking-1969.jpg,endre balint,train
Abstract_Expressionism/esteban-vicente_azul-1994.jpg,esteban vicente,train
Abstract_Expressionism/esteban-vicente_blue-red-black-and-white-1961.jpg,esteban vicente,train
Abstract_Expressionism/esteban-vicente_canto-ii-1995.jpg,esteban vicente,train
Abstract_Expressionism/esteban-vicente_divertimento-1995.jpg,esteban vicente,train
Abstract_Expressionism/esteban-vicente_kalani-hawaii-1969.jpg,esteban vicente,train
Abstract_Expressionism/esteban-vicente_numero-10-1983.jpg,esteban vicente,train
Abstract_Expressionism/esteban-vicente_red-across-1996.jpg,esteban vicente,train
Abstract_Expressionism/esteban-vicente_ritmico-1995.jpg,esteban vicente,train
Abstract_Expressionism/esteban-vicente_untitled-1978.jpg,esteban vicente,train
Abstract_Expressionism/esteban-vicente_untitled-1980-1.jpg,esteban vicente,train
Abstract_Expressionism/esteban-vicente_untitled-1980.jpg,esteban vicente,train
Abstract_Expressionism/esteban-vicente_zarzuela-1982.jpg,esteban vicente,train
Abstract_Expressionism/eva-hesse_no-title-1960-1.jpg,eva hesse,train
Abstract_Expressionism/eva-hesse_no-title-1960-2.jpg,eva hesse,train
Abstract_Expressionism/forrest-bess_it-fits-1955.jpg,forrest bess,train
Abstract_Expressionism/forrest-bess_mind-crystal-1946.jpg,forrest bess,train
Abstract_Expressionism/forrest-bess_spots-1967.jpg,forrest bess,train
Abstract_Expressionism/forrest-bess_the-dicks-1946.jpg,forrest bess,train
Abstract_Expressionism/forrest-bess_the-hermaphrodite-1957.jpg,forrest bess,train
Abstract_Expressionism/forrest-bess_untitled-1947.jpg,forrest bess,train
Abstract_Expressionism/forrest-bess_untitled-1948.jpg,forrest bess,train
Abstract_Expressionism/forrest-bess_untitled-1967.jpg,forrest bess,train
Abstract_Expressionism/forrest-bess_untitled-39-1950.jpg,forrest bess,train
Abstract_Expressionism/forrest-bess_untitled-no-6-1957.jpg,forrest bess,train
Abstract_Expressionism/frank-lobdell_1-august-1948-1948.jpg,frank lobdell,train
Abstract_Expressionism/frank-lobdell_17-february-1948-1948.jpg,frank lobdell,train
Abstract_Expressionism/frank-lobdell_3-october-1962-1962.jpg,frank lobdell,train
Abstract_Expressionism/frank-lobdell_summer-1962.jpg,frank lobdell,train
Abstract_Expressionism/frank-lobdell_summer-in-memory-of-james-budd-dixon-1967.jpg,frank lobdell,train
Abstract_Expressionism/frank-stella_brazilian-merganser.jpg,frank stella,train
Abstract_Expressionism/frank-stella_counterpane-from-the-waves-series-1989.jpg,frank stella,train
Abstract_Expressionism/frank-stella_eskimo-curlew-1976.jpg,frank stella,train
Abstract_Expressionism/frank-stella_limanora-1994.jpg,frank stella,train
Abstract_Expressionism/frank-stella_one-small-goat-papa-bought-for-two-zuzim-1984.jpg,frank stella,train
Abstract_Expressionism/frank-stella_prinz-friedrich-von-homburg-ein-schauspiel-3x-2001.jpg,frank stella,train
Abstract_Expressionism/frank-stella_shards-variant-ia-1982.jpg,frank stella,train
Abstract_Expressionism/frank-stella_shoubeegi-1978.jpg,frank stella,train
Abstract_Expressionism/frank-stella_the-mat-maker-1990.jpg,frank stella,train
Abstract_Expressionism/frank-stella_whale-watch-1994.jpg,frank stella,train
Abstract_Expressionism/friedel-dzubas_gtw-fd-6-1987.jpg,friedel dzubas,train
Abstract_Expressionism/friedel-dzubas_moonhunt-1958.jpg,friedel dzubas,train
Abstract_Expressionism/friedel-dzubas_omen-1959.jpg,friedel dzubas,train
Abstract_Expressionism/friedel-dzubas_over-the-hill-1953.jpg,friedel dzubas,train
Abstract_Expressionism/friedel-dzubas_red-flight-1957.jpg,friedel dzubas,train
Abstract_Expressionism/friedel-dzubas_untitled(1).jpg,friedel dzubas,train
Abstract_Expressionism/friedel-dzubas_untitled(2).jpg,friedel dzubas,train
Abstract_Expressionism/friedel-dzubas_untitled-1981.jpg,friedel dzubas,train
Abstract_Expressionism/friedel-dzubas_untitled-1982.jpg,friedel dzubas,train
Abstract_Expressionism/friedel-dzubas_untitled-77-1954.jpg,friedel dzubas,train
Abstract_Expressionism/gene-davis_angel-vine-1952.jpg,gene davis,train
Abstract_Expressionism/gene-davis_autumn-1955.jpg,gene davis,train
Abstract_Expressionism/gene-davis_composition-i-1949.jpg,gene davis,train
Abstract_Expressionism/gene-davis_homage-to-dubuffet-i-1952.jpg,gene davis,train
Abstract_Expressionism/gene-davis_islam-1981.jpg,gene davis,train
Abstract_Expressionism/gene-davis_jumping-jack-1978.jpg,gene davis,train
Abstract_Expressionism/gerhard-richter_abstract-bilding.jpg,gerhard richter,train
Abstract_Expressionism/gerhard-richter_abstract-painting-no-439.jpg,gerhard richter,train
Abstract_Expressionism/gerhard-richter_courbet.jpg,gerhard richter,train
Abstract_Expressionism/gerhard-richter_ice.jpg,gerhard richter,train
Abstract_Expressionism/gerhard-richter_mediation.jpg,gerhard richter,train
Abstract_Expressionism/gerhard-richter_passage.jpg,gerhard richter,train
Abstract_Expressionism/geta-bratescu_medeic-callisthetic-moves-i-1981.jpg,geta bratescu,train
Abstract_Expressionism/geta-bratescu_medeic-callisthetic-moves-iii-1981.jpg,geta bratescu,train
Abstract_Expressionism/geta-bratescu_the-rule-of-the-circle-the-rule-of-the-game-1985(9).jpg,geta bratescu,train
Abstract_Expressionism/guido-molinari_untitled-1953-2.jpg,guido molinari,train
Abstract_Expressionism/hans-hofmann_august-light-1957.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_bird-cage-variation-ii-1958.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_black-diamond-1961.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_composition-no-1-1953.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_dew-and-dusk-1957.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_furioso-1963.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_golden-splendor-1957.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_lust-and-delight-1965(1).jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_memoria-in-aeternum-1962.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_morning-mist-1958.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_pompeii-1959.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_profound-longing-1965.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_song-of-the-nightingale-1964.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_summer-1965-1965.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_the-lark-1960.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_the-third-hand-1947.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_to-j-f-k-a-thousand-roots-did-die-with-thee-1963.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_untitled-1950.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_wild-vine-1961.jpg,hans hofmann,train
Abstract_Expressionism/hans-hofmann_yellow-predominance-1949.jpg,hans hofmann,train
Abstract_Expressionism/hassel-smith_psychoseismorama-ii-1960.jpg,hassel smith,train
Abstract_Expressionism/hassel-smith_untitled-10-1986.jpg,hassel smith,train
Abstract_Expressionism/hassel-smith_untitled-1963.jpg,hassel smith,train
Abstract_Expressionism/hassel-smith_untitled-1987.jpg,hassel smith,train
Abstract_Expressionism/hassel-smith_untitled-yellow-1960.jpg,hassel smith,train
Abstract_Expressionism/hedda-sterne_alaska-1-1958.jpg,hedda sterne,train
Abstract_Expressionism/hedda-sterne_vertical-horizontal-i-1963.jpg,hedda sterne,train
Abstract_Expressionism/helen-frankenthaler_basque-beach-1958.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_beginnings-2002.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_bridges-1996.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_gateway-1988.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_mary-mary-1987.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_monotype-i-1981.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_playa-1950.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_reflections-iii-1995.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_seascape-with-dunes-1962.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_soho-dreams-1987.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_tales-of-genji-i-1998.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_tales-of-genji-iii-1887.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_tales-of-genji-vi-1998.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_tuscany-1963.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_untitled-1960.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_untitled-1978.jpg,helen frankenthaler,train
Abstract_Expressionism/helen-frankenthaler_untitled-1980.jpg,helen frankenthaler,train
Abstract_Expressionism/henri-matisse_bather-in-the-reeds-1952.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_blue-nude-1.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_blue-nude-iii-1952.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_blue-nudes.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_cut-outs-5.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_jazz-book-1947.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_la-perruche-et-la-sirene-1952.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_not-identified-4.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_papercut-1947.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_polynesia-the-sky-1946(1).jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_stained-glass-window-window-of-the-abside-of-the-rosary-chapel-1949.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_the-circus-1943.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_the-circus-1947.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_the-clown-1943.jpg,henri matisse,train
Abstract_Expressionism/henri-matisse_the-king-s-sadness-1952.jpg,henri matisse,train
Abstract_Expressionism/horia-bernea_prapor(1).jpg,horia bernea,train
Abstract_Expressionism/horia-bernea_prapor(2).jpg,horia bernea,train
Abstract_Expressionism/horia-bernea_praporele-florilor-1976.jpg,horia bernea,train
Abstract_Expressionism/howard-hodgkin_dinner-at-smith-square-1979.jpg,howard hodgkin,train
Abstract_Expressionism/howard-hodgkin_night-and-day-1999.jpg,howard hodgkin,train
Abstract_Expressionism/howard-hodgkin_rain-1989.jpg,howard hodgkin,train
Abstract_Expressionism/howard-hodgkin_untitled-1976.jpg,howard hodgkin,train
Abstract_Expressionism/howard-hodgkin_venice-afternoon-1995.jpg,howard hodgkin,train
Abstract_Expressionism/howard-mehring_all-green-1958.jpg,howard mehring,train
Abstract_Expressionism/howard-mehring_black-1963.jpg,howard mehring,train
Abstract_Expressionism/jack-bush_abstraction.jpg,jack bush,train
Abstract_Expressionism/jack-bush_may-1955.jpg,jack bush,train
Abstract_Expressionism/jack-bush_yellow-flower-1958.jpg,jack bush,train
Abstract_Expressionism/jack-tworkov_june-21-1964.jpg,jack tworkov,train
Abstract_Expressionism/jack-tworkov_nightfall-1961.jpg,jack tworkov,train
Abstract_Expressionism/jack-tworkov_q1-75-s-2-1977.jpg,jack tworkov,train
Abstract_Expressionism/jack-tworkov_red-robe-1947.jpg,jack tworkov,train
Abstract_Expressionism/jack-tworkov_rwb-2-1961.jpg,jack tworkov,train
Abstract_Expressionism/jack-tworkov_untitled-1950.jpg,jack tworkov,train
Abstract_Expressionism/jack-tworkov_untitled-1954.jpg,jack tworkov,train
Abstract_Expressionism/jack-tworkov_untitled-1955.jpg,jack tworkov,train
Abstract_Expressionism/jack-tworkov_weatherman.jpg,jack tworkov,train
Abstract_Expressionism/jackson-pollock_blue-moby-dick(1).jpg,jackson pollock,train
Abstract_Expressionism/jackson-pollock_male-and-female(1).jpg,jackson pollock,train
Abstract_Expressionism/jackson-pollock_ocean-greyness-1953.jpg,jackson pollock,train
Abstract_Expressionism/jackson-pollock_portrait-and-a-dream-1953.jpg,jackson pollock,train
Abstract_Expressionism/jackson-pollock_the-deep-1953.jpg,jackson pollock,train
Abstract_Expressionism/jackson-pollock_the-she-wolf(1).jpg,jackson pollock,train
Abstract_Expressionism/jackson-pollock_untitled-o-connor-thaw-771(1).jpg,jackson pollock,train
Abstract_Expressionism/jane-frank_aerial-view-no-1-1968.jpg,jane frank,train
Abstract_Expressionism/jane-frank_plum-point-1964.jpg,jane frank,train
Abstract_Expressionism/jane-frank_rockscape-ii-1961.jpg,jane frank,train
Abstract_Expressionism/jane-frank_winter-windows-1967.jpg,jane frank,train
Abstract_Expressionism/jay-defeo_cabbage-rose-1975.jpg,jay defeo,train
Abstract_Expressionism/jay-defeo_easter-lily-1956.jpg,jay defeo,train
Abstract_Expressionism/jay-defeo_the-jewel-1959.jpg,jay defeo,train
Abstract_Expressionism/jay-defeo_the-ver-nica-1957.jpg,jay defeo,train
Abstract_Expressionism/jean-paul-riopelle_jute-iv-1967.jpg,jean paul riopelle,train
Abstract_Expressionism/jean-paul-riopelle_lithographie-1974.jpg,jean paul riopelle,train
Abstract_Expressionism/jean-paul-riopelle_triptyque-orange.jpg,jean paul riopelle,train
Abstract_Expressionism/jean-paul-riopelle_untitled-composition-1951.jpg,jean paul riopelle,train
Abstract_Expressionism/jimmy-ernst_hieroglyphics-1969.jpg,jimmy ernst,train
Abstract_Expressionism/jimmy-ernst_landscape-with-pinetree-1958.jpg,jimmy ernst,train
Abstract_Expressionism/jimmy-ernst_signifiant-event-note-1980.jpg,jimmy ernst,train
Abstract_Expressionism/jimmy-ernst_twice-1972.jpg,jimmy ernst,train
Abstract_Expressionism/jimmy-ernst_untitled-1957.jpg,jimmy ernst,train
Abstract_Expressionism/jimmy-ernst_white-space-1951.jpg,jimmy ernst,train
Abstract_Expressionism/joan-miro_batement-ii.jpg,joan miro,train
Abstract_Expressionism/joan-miro_bird-s-flight-in-moonlight.jpg,joan miro,train
Abstract_Expressionism/joan-miro_blue-i-1961.jpg,joan miro,train
Abstract_Expressionism/joan-miro_blue-ii.jpg,joan miro,train
Abstract_Expressionism/joan-miro_carota.jpg,joan miro,train
Abstract_Expressionism/joan-miro_catalan-peasant-in-the-moonlight.jpg,joan miro,train
Abstract_Expressionism/joan-miro_not_detected_227939.jpg,joan miro,train
Abstract_Expressionism/joan-miro_not_detected_227940.jpg,joan miro,train
Abstract_Expressionism/joan-miro_not_detected_227941.jpg,joan miro,train
Abstract_Expressionism/joan-miro_not_detected_227944.jpg,joan miro,train
Abstract_Expressionism/joan-miro_not_detected_227948.jpg,joan miro,train
Abstract_Expressionism/joan-miro_not_detected_227952.jpg,joan miro,train
Abstract_Expressionism/joan-miro_not_detected_227956.jpg,joan miro,train
Abstract_Expressionism/joan-miro_not_detected_227959.jpg,joan miro,train
Abstract_Expressionism/joan-miro_woman-before-the-luna.jpg,joan miro,train
Abstract_Expressionism/joan-mitchell_bracket-1989.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_champs-1990.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_diabolo-neige-et-fleurs-1969.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_edrita-fried-1981.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_george-went-swimming-at-barnes-hole-but-it-got-too-cold-1957.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_girolata-1964.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_untitled-1950.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_untitled-1953.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_untitled-1958.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_untitled-1973.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_untitled-1979.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_untitled-1992.jpg,joan mitchell,train
Abstract_Expressionism/joan-mitchell_weeds-1976.jpg,joan mitchell,train
Abstract_Expressionism/joan-snyder_cherry-fall-1995.jpg,joan snyder,train
Abstract_Expressionism/joan-snyder_landscape-1970.jpg,joan snyder,train
Abstract_Expressionism/joan-snyder_madrigal-x-2001.jpg,joan snyder,train
Abstract_Expressionism/joan-snyder_perpetuo-eternally-2004.jpg,joan snyder,train
Abstract_Expressionism/joan-snyder_rose-garden-2010.jpg,joan snyder,train
Abstract_Expressionism/joan-snyder_sigh-2006.jpg,joan snyder,train
Abstract_Expressionism/joan-snyder_song-cycle-2-for-aw-2011.jpg,joan snyder,train
Abstract_Expressionism/joan-snyder_still-2011.jpg,joan snyder,train
Abstract_Expressionism/joan-snyder_summer-orange-1970.jpg,joan snyder,train
Abstract_Expressionism/joan-snyder_symphony-v-1982.jpg,joan snyder,train
Abstract_Expressionism/jock-macdonald_riviera-winter-colour-symphony-1955.jpg,jock macdonald,train
Abstract_Expressionism/joe-goode_environmental-impact-1981-1.jpg,joe goode,train
Abstract_Expressionism/joe-goode_pollution-r2-1995.jpg,joe goode,train
Abstract_Expressionism/joe-goode_untitled-torn-clouds-1974.jpg,joe goode,train
Abstract_Expressionism/john-chamberlain_jackpot-1962.jpg,john chamberlain,train
Abstract_Expressionism/john-chamberlain_shortstop-1957.jpg,john chamberlain,train
Abstract_Expressionism/john-chamberlain_untitled-1960-1.jpg,john chamberlain,train
Abstract_Expressionism/john-chamberlain_untitled-1960.jpg,john chamberlain,train
Abstract_Expressionism/john-ferren_branches-1955.jpg,john ferren,train
Abstract_Expressionism/john-ferren_greenock-1958.jpg,john ferren,train
Abstract_Expressionism/john-ferren_the-witch-doctor-1963.jpg,john ferren,train
Abstract_Expressionism/john-ferren_untitled-1959.jpg,john ferren,train
